,page,job_id,title,role_id,listing_date,teaser,classification,subClassification,workType,location,suburbWhereValue,salary,companyName,company_advertiser,isPrivateAdvertiser
446,21,54124707,Receptionist,receptionist,2021-10-10T23:57:56Z,Outstanding career opportunity to provide professional reception and office support duties within a busy and friendly working environment.,Administration & Office Support,Receptionists,Full Time,Adelaide,Adelaide SA 5000,,Detmold Group,Detmold Group,False
447,21,54245637,Marketing & Communications Coordinator,marketing-and-communications-coordinator,2021-10-07T03:37:14Z,Join a 102 year old start up. You're a hands on digital and social media marketer hungry to take on a challenge and broad responsibility.,Marketing & Communications,Marketing Assistants/Coordinators,Full Time,Adelaide,Kent Town SA 5067,,,Real Estate Institute of South Australia,False
448,21,54171445,Property Research Assistant,research-assistant,2021-10-01T06:27:36Z,Exciting part-time opportunity for a Property Research Assistant/Graduate to join m3property Australia and develop your property knowledge and skills.,Real Estate & Property,Valuation,Part Time,Adelaide,Adelaide SA 5000,,,m3property,False
449,21,54194691,Senior Continuous Improvement and PMO Manager,pmo-manager,2021-10-04T22:59:25Z,"This role can be based in one of our corporate office locations in SA, NSW, ACT, VIC or WA
	Total salary package range $142,385",Information & Communication Technology,Programme & Project Management,Full Time,Adelaide,,,Beyond Bank,Beyond Bank Australia,False
450,21,53984083,"Senior .NET Developer - .Net, Angular/Vue/React, WebAPI - based in Darwin",.net-software-developer,2021-09-20T01:16:14Z,"Organisation based in Darwin seeking .Net Web Developers to undertake technical design, development and support of business critical web applications.",Information & Communication Technology,Developers/Programmers,Contract/Temp,Adelaide,,Excellent Rate,Harvey Nash,Harvey Nash,False
451,21,54131474,Reliability and Maintenance Planner,maintenance-planner,2021-09-29T06:46:58Z,As our Reliability and Maintenance Planner you'll be leading all planning and master scheduling for our state of the art site.,Engineering,Maintenance,Full Time,Adelaide,Edinburgh SA 5111,,Inghams Enterprises,Inghams Enterprises Pty Ltd,False
452,21,54147880,Project Manager,project-manager,2021-09-30T05:17:18Z,"Scope and deliver projects that elevate performance, partnerships, processes & risk mitigation ensuring stakeholders have a seamless experience.",Consulting & Strategy,Management & Change Consulting,Full Time,Adelaide,,Competitive salary + other benefits on offer,Elders Rural Services,Elders Limited,False
453,21,54148415,Senior Project Manager,project-manager,2021-09-30T05:35:35Z,"Scope and deliver projects that elevate performance, partnerships, processes & risk mitigation ensuring stakeholders have a seamless experience.",Consulting & Strategy,Management & Change Consulting,Full Time,Adelaide,,Competitive salary + other benefits on offer,Elders Rural Services,Elders Limited,False
454,21,54161839,Mental Health and AOD Project Officer,project-officer,2021-10-01T02:01:12Z,We are seeking a passionate and enthusiastic professional to join our team to support our Mental Health and AOD portfolio'.,Healthcare & Medical,Other,Full Time,Adelaide,Edinburgh SA 5111,,Sonder,Sonder,False
455,21,54159724,Marketing Manager,marketing-manager,2021-10-01T00:59:26Z,Two exciting opportunities available - Segment Marketing Manager and Product Marketing Manager,Marketing & Communications,Management,Full Time,Adelaide,Adelaide SA 5000,,Detmold Group,Detmold Group,False
456,21,54103471,Program Manager,programme-manager,2021-09-28T02:31:15Z,"Raytheon Australia is seeking an experienced Program Manager to join an exciting defence program based in either Perth, Sydney or Adelaide.",Government & Defence,Other,Full Time,Adelaide,Mawson Lakes SA 5095,,Raytheon Australia,Raytheon Australia,False
457,21,54123758,Mechanic,mechanic,2021-09-29T02:45:48Z,"We are currently seeking an experienced Mechanic with Diesel experience to join our RAES Team on a 15:13 roster, working in the APY Lands.",Trades & Services,Automotive Trades,Full Time,Adelaide,Adelaide SA 5000,,Ahrens Group,Ahrens Group,False
458,21,54071672,Business Manager,business-manager,2021-09-24T07:39:55Z,Ensure high standards of governance and manage business systems and processes in this newly created role at Dairysafe.,Accounting,Management Accounting & Budgeting,Full Time,Adelaide,,An attractive remuneration package is on offer!,Stillwell Management Consultants,Stillwell Management Consultants Pty Ltd,False
459,21,54016338,Zero Harm Advisor - Roads,zero-harm-adviser,2021-09-21T08:31:01Z,Join our high performing Zero Harm team in this long term career development opportunity - based in Underdale.,Construction,"Health, Safety & Environment",Full Time,Adelaide,Underdale SA 5032,,Downer,Downer EDI Services Pty Ltd,False
460,21,54100456,General / HR Administrator,human-resources-administrator,2021-09-28T01:00:25Z,Your primary role function is to support the HR and general activities on the project.,Human Resources & Recruitment,Other,Full Time,Adelaide,,,,OZ Minerals - West Musgrave,False
461,21,54106194,Senior People & Performance Advisor,people-and-performance-adviser,2021-09-28T04:00:20Z,Your primary role function is to drive the People & Performance activities as we move through construction and into operations readiness.,Human Resources & Recruitment,Consulting & Generalist HR,Full Time,Adelaide,,,,OZ Minerals - West Musgrave,False
462,22,53939718,Digital Marketing Officer,digital-marketing-officer,2021-09-16T00:50:20Z,"Apply your design, social media and digital skills and we'll help you expand them while we grow pointData's product reach and revenues…",Marketing & Communications,Direct Marketing & CRM,Full Time,Adelaide,,Attractive Salary Package,Robert Walters,Robert Walters,False
463,22,53938863,Senior Product Manager,product-manager,2021-09-16T00:25:16Z,Unique opportunity for a Senior Product Manager to align themselves with an exciting new start-up that has been profitable from their first...,Information & Communication Technology,Product Management & Development,Full Time,Adelaide,,Attractive Salary Package,Robert Walters,Robert Walters,False
464,22,54069913,Inventory Manager,inventory-manager,2021-09-24T06:19:35Z,PERSOLKELLY is one of Australia's largest and longest serving recruitment providers. Delivering both quality temporary and permanent options.,"Manufacturing, Transport & Logistics","Purchasing, Procurement & Inventory",Full Time,Adelaide,,,PERSOLKELLY,PERSOLKELLY,False
465,22,54054506,Real Estate Reporter / Producer (mat leave),producer,2021-09-23T07:38:27Z,Source and produce high quality real estate news and lifestyle content for a variety of digital and print brands.,"Advertising, Arts & Media",Editing & Publishing,Contract/Temp,Adelaide,Adelaide SA 5000,,News Corp,News Corp Australia,False
466,22,53694569,Business Development Coordinator,business-development-coordinator,2021-09-26T14:45:56Z,"Business Development Coordinator - Attitude, competencies, smarts, experience & qualifications. Would suit a return to work parent.",Sales,New Business Development,Part Time,Adelaide,Kent Town SA 5067,,,Real Estate Institute of South Australia,False
467,22,54064770,Junior Product Designer,product-designer,2021-09-24T03:21:45Z,Support the delivery of web product initiatives within our cross-functional scrum teams ensuring a cohesive user experience,Design & Architecture,Industrial Design,Full Time,Adelaide,Adelaide SA 5000,Competitive salary with great culture and benefits,Sweat Pty Ltd,Sweat Pty Ltd,False
468,22,54064518,Product Designer,product-designer,2021-09-24T03:11:03Z,Play a critical role in the delivery of initiatives in our cross-functional scrum teams & a cohesive user experience across our product ecosystem,Design & Architecture,Web & Interaction Design,Full Time,Adelaide,Adelaide SA 5000,Competitive salary with great culture and benefits,Sweat Pty Ltd,Sweat Pty Ltd,False
469,22,54063189,Project Manager,project-manager,2021-09-24T02:22:56Z,Not your average Project Manager role! Interesting projects! Make an impact via the evolution and development of delivery frameworks & processes.,Information & Communication Technology,Programme & Project Management,Full Time,Adelaide,Adelaide SA 5000,,Sweat Pty Ltd,Sweat Pty Ltd,False
470,22,54182382,Project Manager NT,project-manager,2021-10-03T23:10:18Z,"Project Manager for Complex Data & IP, ICT Solutions",Information & Communication Technology,Programme & Project Management,Full Time,Adelaide,,70-85k based on experience,,Calibre One,False
471,22,53961817,Procurement Process and Systems Lead,systems-lead,2021-09-17T02:44:40Z,"A role to deliver process transformation, change management and technology initiatives","Manufacturing, Transport & Logistics","Purchasing, Procurement & Inventory",Full Time,Adelaide,Adelaide SA 5000,,GFG Alliance,GFG Alliance,False
472,22,53983575,Scheduling Team Lead,team-leader,2021-09-20T01:00:17Z,Manage a high performing team who specialise in the production and verification of rosters,Call Centre & Customer Service,Management & Support,Full Time,Adelaide,Adelaide SA 5000,,Serco,Serco Asia Pacific,False
473,22,53998844,Project Scheduler,project-scheduler,2021-09-20T21:49:58Z,Do you see yourself as a master of schedules? Join our PMO Team based within our Headquarters (Adelaide CBD).,Information & Communication Technology,Programme & Project Management,Full Time,Adelaide,Adelaide SA 5000,,Consunet,Consunet Pty Ltd,False
474,22,53977330,Media Sales Account Manager,media-sales-account-manager,2021-09-19T00:16:31Z,Opportunity for an outstanding B2B Account Manager to join a rapidly growing team,Sales,Account & Relationship Management,Full Time,Adelaide,,,Adecco,Adecco,False
475,22,54123366,Project Manager SA,project-manager,2021-09-29T03:34:14Z,"Project Manager for Complex Data & IP, ICT Solutions",Information & Communication Technology,Programme & Project Management,Full Time,Adelaide,,70-85k based on experience,,Calibre One,False
476,22,53940652,Software/Electronic Engineer,electronics-engineer,2021-09-16T01:20:53Z,Exciting Software/Electronic Engineer role with the New Technologies team at PMB Defence - world leading manufacturer of submarine battery systems.,Engineering,Electrical/Electronic Engineering,Full Time,Adelaide,Adelaide SA 5000,,,PMB Defence,False
477,22,53941284,Project Officer - Dementia-Friendly Communities,project-officer,2021-09-16T01:42:37Z,Seeking a well organised professional with attention to detail and experience in project management environments.,Administration & Office Support,Other,Full Time,Adelaide,Glenside SA 5065,,Dementia Australia,Dementia Australia,False
478,22,53942521,Contract Manager,contracts-manager,2021-09-16T02:21:14Z,"We are a progressive organisation that builds on our history to lead learning and inclusion of children, families and communities.",Education & Training,Childcare & Outside School Hours Care,Part Time,Adelaide,Thebarton SA 5031,,Gowrie Training Centre,Gowrie SA,False
479,22,53928514,HR Advisor (People & Performance),human-resources-adviser,2021-09-15T05:26:33Z,"Join a dynamic, people-focused organisation providing generalist/advisory HR services & support, and to participate in strategic HR projects.",Human Resources & Recruitment,Consulting & Generalist HR,Full Time,Adelaide,Adelaide SA 5000,,IntoWork Australia,IntoWork Australia,False
480,22,53934974,Business Development Manager,business-development-manager,2021-09-15T20:48:35Z,Greenfields business development role in a rapidly growing start up. Utilise your sales experience and exposure to import / export business.,Sales,New Business Development,Full Time,Adelaide,Adelaide SA 5000,,,Trade Window,False
481,22,53936018,Senior Geotechnical Engineer,geotechnical-engineer,2021-09-15T22:27:34Z,ENGEO is looking for an experienced senior level Geotechnical Engineer to join our Adelaide office in South Australia.,Engineering,Civil/Structural Engineering,Full Time,Adelaide,Adelaide SA 5000,,,ENGEO Australia PTY Limited,False
482,22,53880139,GIS Project Manager,project-manager,2021-09-13T00:21:18Z,Exciting opportunity - dynamic area of growth within our business.,Construction,Surveying,Full Time,Adelaide,Adelaide SA 5000,,,Alexander Symonds,False
483,22,54237491,Accountant,accountant,2021-10-06T23:24:01Z,Fantastic role for a Finance Professional with Management and Financial accounting to contribute to the success of the company and individual,Accounting,Management Accounting & Budgeting,Full Time,Adelaide,,,Powerstaff Consulting,Powerstaff Consulting,False
484,23,53942598,System Administrator,systems-administrator,2021-09-16T02:24:31Z,"Reporting to the CTO, your role will play a strategic technical position within the business.",Information & Communication Technology,Networks & Systems Administration,Full Time,Adelaide,Adelaide SA 5000,Attractive package,Robert Walters,Robert Walters,False
485,23,54156736,Frontend Developer,frontend-developer,2021-09-30T23:16:08Z,Christmas is just around the corner - give yourself the best gift possible... a new job in frontend development. Apply now!,Information & Communication Technology,Developers/Programmers,Full Time,Adelaide,Adelaide SA 5000,,,Rainy Day Recruitment,False
486,23,54282721,Business Director,business-director,2021-10-10T05:21:30Z,Why are savvy CPA professionals moving into the private education sector? Find out more about this newly created Senior Management position.,Accounting,Financial Managers & Controllers,Full Time,Adelaide,Adelaide SA 5000,,Bunyon Recruitment,Bunyon Recruitment,False
487,23,54128397,HSE Advisor,health-safety-and-environment-advisor,2021-09-29T05:09:51Z,Exciting opportunity to join a growing Defence company as a HSE Advisor. The objective to achieve and maintain ISO:45001 and ISO:14001 certification.,"Mining, Resources & Energy","Health, Safety & Environment",Full Time,Adelaide,Adelaide SA 5000,,Kinexus,Kinexus,False
488,23,54152954,Finance Officer,financial-officer,2021-09-30T08:57:16Z,Happy Haven OSHC Ltd is looking to welcome a Finance Officer on a Full-Time basis.,Accounting,Accounts Officers/Clerks,Full Time,Adelaide,Edinburgh SA 5111,"$60,000 - $69,999",,Happy Haven OSHC,False
489,23,54000788,STOCK CONTROLLER / ALLOCATOR,stock-controller,2021-09-20T23:33:15Z,Stock Controller / Allocator role with a large national retail brand,Retail & Consumer Products,Buying,Full Time,Adelaide,,,Smokemart and Giftbox,Smokemart & GiftBox,False
490,23,53950575,Senior Social Media Advisor,social-media-advisor,2021-09-16T07:12:46Z,"Develop, lead & implement social media campaigns for this Government Department.",Marketing & Communications,Marketing Communications,Contract/Temp,Adelaide,,,Hays Marketing,Hays Marketing,False
491,23,53898399,Full Stack Developer at Engineering Analytics Scale-up,full-stack-developer,2021-09-13T23:29:30Z,"We have an immediate need for a full stack web developer to be a big part of our product development team, and shape our future technology startegy",Information & Communication Technology,Developers/Programmers,Full Time,Adelaide,Eastwood SA 5063,,,MaxMine,False
492,23,53911215,Commercial Finance Partner (Fixed term),finance-partner,2021-09-14T06:35:34Z,Join our Finance and Operations team to lead the systems integration for MedicalDirector onto Telstra Health systems and processes,Accounting,Analysis & Reporting,Full Time,Adelaide,,,Telstra Health,Telstra Health,False
493,23,54239591,"S121-5 Assistant Director, Universal Service Commissioning",assistant-director,2021-10-07T00:27:49Z,Deliver on key elements of the Early Learning Strategy including the significant expansion of the child development screening system across SA.,Government & Defence,Government - State,Full Time,Adelaide,Adelaide SA 5000,,Department for Education SA,Department for Education,False
494,23,54239590,"S121-5 Assistant Director, Universal Service Commissioning",assistant-director,2021-10-07T00:27:49Z,Deliver on key elements of the Early Learning Strategy including the significant expansion of the child development screening system across SA.,CEO & General Management,CEO,Full Time,Adelaide,Adelaide SA 5000,,Department for Education SA,Department for Education,False
495,23,54125325,Deputy General Manager - HIA Training,general-manager,2021-09-29T03:34:47Z,"Exciting opportunity to work with a leading association. Full time, permanent role. Join a dynamic team. May be based in various locations.",CEO & General Management,General/Business Unit Manager,Full Time,Adelaide,,,HIA,Housing Industry Association,False
496,23,54273087,Well Test Supervisor/Operator,Well-Test-Supervisor,2021-10-08T05:43:06Z,Work with the most respected crew and leadership in Oilfield Services as Well Test Supervisor/Operator,"Mining, Resources & Energy",Oil & Gas - Operations,Contract/Temp,Adelaide,,Competitive Package & Day Rates,NES Fircroft,NES Fircroft,False
497,23,54223224,Finance Officer - Part Time,financial-officer,2021-10-06T03:04:54Z,"Flexible, secure, part-time role with one of Australia's largest national staircase manufactures and suppliers.",Accounting,Accounts Officers/Clerks,Part Time,Adelaide,Elizabeth Park SA 5113,,Stair Lock Pty Ltd,Stair Lock Pty Ltd,False
498,23,54259701,Dealership Accountant,dealership-accountant,2021-10-07T23:57:08Z,We are seeking an experienced Senior Accountant who will have the opportunity to progress their career with Australia’s largest Automotive retailer.,Accounting,Financial Accounting & Reporting,Full Time,Adelaide,Nailsworth SA 5083,,Eagers Automotive Limited,Eagers Automotive,False
499,23,54207212,Service Leader - Technical,service-leader,2021-10-05T05:31:01Z,Bring your well-developed people leadership and management skills to this role.,Government & Defence,Government - State,Full Time,Adelaide,,"$140,000 (inclusive of superannuation)",ReturnToWorkSA,ReturnToWorkSA,False
500,23,54207211,Service Leader - Technical,service-leader,2021-10-05T05:31:00Z,Bring your well-developed people leadership and management skills to this role.,Insurance & Superannuation,Workers' Compensation,Full Time,Adelaide,,"$140,000 (inclusive of superannuation)",ReturnToWorkSA,ReturnToWorkSA,False
501,23,54207207,Service Leader - Return To Work,service-leader,2021-10-05T05:30:59Z,Bring your well-developed people leadership and management skills to this role.,Government & Defence,Government - State,Full Time,Adelaide,,"$140,000 (inclusive of superannuation)",ReturnToWorkSA,ReturnToWorkSA,False
502,23,54207206,Service Leader - Return To Work,service-leader,2021-10-05T05:30:58Z,Bring your well-developed people leadership and management skills to this role.,Insurance & Superannuation,Workers' Compensation,Full Time,Adelaide,,"$140,000 (inclusive of superannuation)",ReturnToWorkSA,ReturnToWorkSA,False
503,23,54114998,Resource Planning Manager,Resources-Planning-Manager,2021-09-28T14:04:27Z,Support our business by leading a critical enabling service in capacity management,Information & Communication Technology,Management,Full Time,Adelaide,,"$110,473 to $120,439 + 15.4% Super",Australian Taxation Office,Australian Taxation Office,False
504,23,54114999,Resource Planning Manager,Resources-Planning-Manager,2021-09-28T14:04:29Z,Support our business by leading a critical enabling service in capacity management,Government & Defence,Government - Federal,Full Time,Adelaide,,"$110,473 to $120,439 + 15.4% Super",Australian Taxation Office,Australian Taxation Office,False
505,23,53991232,Rostering and Administration Office,administration,2021-09-20T04:58:09Z,Exciting full time opportunity providing roster management with a registered NDIS provider.,Administration & Office Support,Administrative Assistants,Part Time,Adelaide,Norwood SA 5067,,,Explore Potential,False
506,24,54011320,Well Test Supervisor,Well-Test-Supervisor,2021-09-21T05:13:07Z,Work with the most respected crew and leadership in Oilfield Services as Well Test Supervisor,"Mining, Resources & Energy",Oil & Gas - Operations,Contract/Temp,Adelaide,,In line with experience,NES Fircroft,NES Fircroft,False
507,24,53956311,Brand Marketing Manager,brand-marketing-manager,2021-09-16T23:41:40Z,Iconic brands;category leaders; Aust made; SA HQ; amazing Marketing Team. Need I say more? If you’re an exp senior FMCG marketing professional read on,Marketing & Communications,Brand Management,Full Time,Adelaide,Adelaide SA 5000,,San Remo,San Remo Macaroni Company Pty Ltd,False
508,24,54010395,Environment Health & Safety Coordinator,ehs-coordinator,2021-09-21T04:46:37Z,"Our SA/NT division is looking for a Safety, Health, Environment, Community and Sustainability (SHECS) Coordinator based at our Wingfield State office.",Human Resources & Recruitment,Occupational Health & Safety,Full Time,Adelaide,Wingfield SA 5013,,Sims Metal Management,Sims Group Limited,False
509,24,54222833,Sales & Marketing Coordinator,sales-and-marketing-coordinator,2021-10-06T02:52:00Z,"We are seeking an experienced land Sales & Marketing Coordinator for the nation’s largest masterplanned community with homes for 30,000 people.",Real Estate & Property,Administration,Full Time,Adelaide,Adelaide SA 5000,"$55,000 - $59,999",,Walker Group Holdings Pty Ltd,False
510,24,53987710,Help Create a World Class Procurement Function,procurement,2021-09-20T03:14:17Z,Year-on-year growth. Ambitious plans for the future. Secure employment. Develop a best of class procurement function. Make the drive. Make the move.,"Manufacturing, Transport & Logistics","Purchasing, Procurement & Inventory",Full Time,Adelaide,Adelaide SA 5000,,Antero HR,antero HR,False
511,24,54082552,Legal Secretary,legal-secretary,2021-09-27T00:58:14Z,"Supporting senior partners in busy consulting practice and undertaking office management, accounting & administrative functions",Legal,Legal Secretaries,Full Time,Adelaide,North Adelaide SA 5006,,Aequus Counsel,Aequus Counsel,False
512,24,54004344,Experienced Secretary & Personal Assistant,personal-assistant,2021-09-21T01:29:48Z,"Supporting senior partner in busy consulting practice and undertaking office management, accounting & administrative functions",Legal,Legal Secretaries,Part Time,Adelaide,North Adelaide SA 5006,,Aequus Counsel,Aequus Counsel,False
513,24,54147385,Application/Senior Application Developer - BAU,applications-developer,2021-09-30T05:02:11Z,Applications must include accompanying letter addressing exerience required  and technology knowledge.,Information & Communication Technology,Developers/Programmers,Full Time,Adelaide,Unley SA 5061,,Healthcare Australia,Healthcare Australia,False
514,24,54160089,Team Leader Performance & Governance,team-leader,2021-10-01T01:08:39Z,"Develop and drive our Safety & Sustainability reporting; delivering insights across HSE, land management and sustainability.","Mining, Resources & Energy","Health, Safety & Environment",Full Time,Adelaide,Keswick SA 5035,"$120,000 - $129,999",ElectraNet,ElectraNet Pty Ltd,False
515,24,53940503,Accountant,accountant,2021-09-16T01:15:36Z,"""Hands On"" role, managing all aspects of the accounts and assisting the management in the delivery of business decisions and strategy",Accounting,Financial Accounting & Reporting,Full Time,Adelaide,Glynde SA 5070,,Blackman Mansfield Recruitment,Blackman Mansfield Recruitment,False
516,24,54067096,Service Delivery Manager - Expressions of Interest,service-delivery-manager,2021-09-24T04:46:38Z,Datacom Connect offers a complete employee lifecycle: from flexible working arrangements and leadership programs through corporate wellness programs.,Call Centre & Customer Service,Management & Support,Full Time,Adelaide,Adelaide SA 5000,,Datacom,Datacom,False
517,24,54266116,Senior Procurement Specialist,procurement-specialist,2021-10-08T03:00:15Z,Join our growing strategy and future business team to support the continual growth of our defence capability across Australasia.,Government & Defence,Other,Full Time,Adelaide,,,Babcock International Group,Babcock Pty Ltd,False
518,24,53947363,Senior Project Planner,project-planner,2021-09-16T05:29:33Z,"Join our growing planning team on a long term opportunity, where you can use your experience in scheduling on our shipbuild program.",Engineering,Project Management,Full Time,Adelaide,,,BAE Systems,BAE Systems,False
519,24,54065822,Project Officer to the PVC: Aboriginal Strategy and Leadership,project-officer,2021-09-24T04:01:00Z,Provide a broad range of high level administrative support to the Office of the Pro Vice Chancellor: Aboriginal Leadership and Strategy.,Education & Training,Other,Full Time,Adelaide,,,University of South Australia,University of South Australia,False
520,24,54065821,Project Officer to the PVC: Aboriginal Strategy and Leadership,project-officer,2021-09-24T04:00:59Z,Provide a broad range of high level administrative support to the Office of the Pro Vice Chancellor: Aboriginal Leadership and Strategy.,Community Services & Development,Indigenous & Multicultural Services,Full Time,Adelaide,,,University of South Australia,University of South Australia,False
521,24,54172464,Satellite Systems Engineer,systems-engineer,2021-10-01T06:55:56Z,Support the development and delivery of our research projects involving advanced satellite systems and payloads.,Information & Communication Technology,Engineering - Network,Full Time,Adelaide,Adelaide SA 5000,,,SmartSat CRC Ltd,False
522,24,54161001,Specialist - Quality Systems,specialist,2021-10-01T01:36:40Z,An exciting opportunity to join an industry leading Australian company,"Manufacturing, Transport & Logistics",Quality Assurance & Control,Full Time,Adelaide,Birkenhead SA 5015,,Adbri Limited,Adbri Limited,False
523,24,53942580,Full Stack Software Developer,full-stack-developer,2021-09-16T02:23:33Z,An excellent opportunity to join our software development team in the role of Full Stack Software Developer.,Information & Communication Technology,Developers/Programmers,Full Time,Adelaide,Adelaide SA 5000,,Aerometrex,Aerometrex,False
524,24,54223220,Proposal Development Officer,development-officer,2021-10-06T03:04:37Z,High quality funding proposals and concept notes across a range of key program initiatives in South Australia to support our growth priorities.,Community Services & Development,Community Development,Part Time,Adelaide,,,Australian Red Cross,Australian Red Cross,False
525,24,54208110,Service Delivery Banker,banker,2021-10-05T06:00:21Z,Hays is proud to be supporting this Big 4 Bank in the recruitment of Customer Service Delivery Agents!,Call Centre & Customer Service,Customer Service - Call Centre,Contract/Temp,Adelaide,,$30-$32,Hays Recruitment,Hays Banking,False
526,24,53919256,Bookings Consultant/ Administration,bookings-consultant,2021-09-15T00:30:26Z,"Administration/Operations Assistant. 
Must have a high level of experience with Microsoft suite and good customer service skills are essential.",Human Resources & Recruitment,Recruitment - Agency,Full Time,Adelaide,Woodville North SA 5012,$27 - $32.00 per hour,,Grant's Coachlines Pty Ltd,False
527,24,54237637,Graphic Design and GIS,graphic-designer,2021-10-06T23:30:15Z,"Our team needs your graphic capabilities to present ideas, plans, designs, concepts and to gather, interrogate and present data. What can you offer?",Design & Architecture,Graphic Design,Full Time,Adelaide,Adelaide SA 5000,,,MasterPlan SA Pty Ltd,False
528,25,54276362,Software Installation & Support Engineer,support-engineer,2021-10-08T07:30:37Z,Join a global leader in text and data analytics software. Utilise your talents as a Software Installation & Support Engineer!,Information & Communication Technology,Engineering - Network,Full Time,Adelaide,Fullarton SA 5063,,,Sintelix Pty Ltd,False
529,25,53920775,Mechanical Engineer,mechanical-engineer,2021-09-15T01:17:18Z,Mechanical Engineer,Engineering,Mechanical Engineering,Full Time,Adelaide,Adelaide SA 5000,,,Silentium Defence,False
530,25,54109990,Head of Planning,Head-of-Planning,2021-09-28T06:06:31Z,Set strategic direction and lead the development of Strategic and Tactical planning process and requirements that support the key Project milestones.,Engineering,Project Management,Full Time,Adelaide,Osborne SA 5017,,BAE Systems,BAE Systems,False
531,25,54070843,Software Engineer,software-engineer,2021-09-24T06:57:45Z,Create solutions! Design & develop world-leading software & drive customer success. Enjoy a flexible work lifestyle!,Information & Communication Technology,Developers/Programmers,Full Time,Adelaide,Fullarton SA 5063,,,Sintelix Pty Ltd,False
532,25,54297254,Senior Scheduler,scheduler,2021-10-11T04:09:42Z,A unique opportunity for a Senior Scheduler to join our emerging and rapidly expanding team,Engineering,Project Management,Full Time,Adelaide,Adelaide SA 5000,,Northrop Grumman,Northrop Grumman Australia Pty Ltd,False
533,25,54289346,Customer Service Officer,customer-service-representative-csr,2021-10-11T00:20:09Z,Seeking an analytic and dedicated customer service officer with strong attention to detail and experience within the energy industry.,Call Centre & Customer Service,Customer Service - Call Centre,Contract/Temp,Adelaide,Keswick SA 5035,,Excel Recruitment,Excel Recruitment,False
534,25,54180597,"Digitisation/Admin Assistants (Adelaide,SA)",administration-officer,2021-10-03T18:30:53Z,"A workplace that actively seeks to welcome, include & value contributions of all people.  Applicants with a disability are encouraged to apply.",Administration & Office Support,Administrative Assistants,Casual/Vacation,Adelaide,,,AimBig Employment,AimBig Employment,False
535,25,54190303,Senior Document Controller,document-controller,2021-10-04T07:24:23Z,Permanent role with Australia's largest construction contractor,Administration & Office Support,Records Management & Document Control,Full Time,Adelaide,Adelaide SA 5000,,CPB Contractors,CPB Contractors VIC & TAS,False
536,25,53972831,Document Controller,document-controller,2021-09-17T08:01:02Z,Exciting opportunity to join Australia's largest Construction Contractor,Construction,Quality Assurance & Control,Full Time,Adelaide,Adelaide SA 5000,,CPB Contractors,"CPB Contractors WA, SA & NT",False
537,25,54134855,Digital Marketing/Social Media Specialist,marketing-and-social-media-specialist,2021-09-29T12:02:32Z,"Manage one of the largest South Australian digital news communities, while helping to showcase the best of our state.",Marketing & Communications,Marketing Communications,Full Time,Adelaide,Adelaide SA 5000,"$55,000 - $59,999",,Glam Adelaide,False
538,25,54222029,Brand Marketing Coordinator,Brand-Marketing-Coordinator,2021-10-06T02:27:50Z,"Seeking a multi-skilled marketing unicorn to join our team in the Adelaide CBD, in our dog-friendly office. BYO dog.",Marketing & Communications,Marketing Assistants/Coordinators,Full Time,Adelaide,Adelaide SA 5000,,,Savvy Comms,False
539,25,54209690,Social Media Content Creator,Social-Media-Content-Creator,2021-10-05T06:55:55Z,"We are seeking a passionate, creative Social Media Content Creator to the lead the team into an exciting stage of growth.",Marketing & Communications,Digital & Search Marketing,Part Time,Adelaide,Edwardstown SA 5039,,Salon Hair Care,Salon Hair Care,False
540,25,54173822,Social Media Coordinator,social-media-coordinator,2021-10-01T07:34:38Z,"• Industry leader with international brands  • Join an established, dynamic & successful company  • Fast-paced & fun working environment",Marketing & Communications,Marketing Assistants/Coordinators,Full Time,Adelaide,Adelaide SA 5000,,Haircare Australia,Haircare Australia,False
541,25,53905866,Cyber Security Team Lead (Technical),team-leader,2021-09-14T03:47:16Z,"Are you a client facing, Technical Solutions Consultant in Cyber Security with depth of ability and a drive to succeed and challenge yourself?",Information & Communication Technology,Security,Full Time,Adelaide,Adelaide SA 5000,Base + Super + Flexibility,The Project Diary,The Project Diary,False
542,25,54166708,QA Engineer,quality-assurance-engineer,2021-10-01T04:17:24Z,Develop your career with Aurecon by leading a highly innovative team in an inclusive and flexible working environment!,Information & Communication Technology,Engineering - Software,Full Time,Adelaide,,,Aurecon,Aurecon,False
543,25,54298820,IT Test Engineer,testing-engineer,2021-10-11T04:53:34Z,An exciting opportunity to become a core part of the industry recognised leading  pure water specialist,Information & Communication Technology,Help Desk & IT Support,Casual/Vacation,Adelaide,Dudley Park SA 5008,,Puratap,Puratap,False
544,25,54250785,COMMUNICATIONS AND MEDIA COORDINATOR,media-coordinator,2021-10-07T06:02:18Z,Standalone communications and media coordination role with Adelaide CBD based Pilgrim Uniting Church,Marketing & Communications,Marketing Communications,Part Time,Adelaide,Adelaide SA 5000,,Hender Consulting,Hender Consulting,False
545,25,54131958,Creative Director Digital,creative-director,2021-09-29T07:03:16Z,The Creative Director Digital is responsible for print and digital solutions for some iconic South Australian brands including InDaily and CityMag.,Marketing & Communications,Digital & Search Marketing,Full Time,Adelaide,Adelaide SA 5000,,,Solstice Media,False
